Date,High,Low,Open,Close,Volume,Adj Close
8/10/1999,0.445313007,0.419270992,0.421875,0.427082986,21206400,0.392056644
8/11/1999,0.460938007,0.429688007,0.434895992,0.455729008,19771200,0.418353349
8/12/1999,0.489582986,0.455729008,0.458332986,0.47786501,23961600,0.438673913
8/13/1999,0.483072996,0.46875,0.473957986,0.472656012,8467200,0.433892101
8/16/1999,0.476563007,0.438802004,0.476563007,0.454427004,22344000,0.417158097
8/17/1999,0.463542014,0.44400999,0.455729008,0.455729008,19353600,0.418353349
8/18/1999,0.471354008,0.441406012,0.450520992,0.466145992,27988800,0.427915961
8/19/1999,0.591145992,0.481770992,0.498697996,0.565104008,196699200,0.518758118
8/20/1999,0.570312977,0.539062977,0.566406012,0.559895992,35308800,0.51397723
8/23/1999,0.552083015,0.507812977,0.552083015,0.526041985,50798400,0.482899696
8/24/1999,0.528645992,0.492188007,0.518229008,0.523437977,39806400,0.480509222
8/25/1999,0.529947996,0.5,0.524739981,0.520833015,35035200,0.478118062
8/26/1999,0.528645992,0.505208015,0.520833015,0.513020992,27537600,0.470946699
8/27/1999,0.5625,0.520833015,0.523437977,0.541666985,55238400,0.497243226
8/30/1999,0.561197996,0.516927004,0.550781012,0.539713979,15864000,0.495450377
8/31/1999,0.588541985,0.53125,0.541666985,0.585937977,78686400,0.537883461
9/1/1999,0.585937977,0.549479008,0.585937977,0.558593988,56534400,0.512782037
9/2/1999,0.554687977,0.528645992,0.540364981,0.552083015,34108800,0.506805003
9/3/1999,0.570312977,0.552083015,0.5625,0.555989981,25886400,0.510391474
9/7/1999,0.565104008,0.550781012,0.565104008,0.553385019,12441600,0.508000255
9/8/1999,0.558593988,0.552083015,0.554687977,0.552083015,17006400,0.506805003
9/9/1999,0.561197996,0.533854008,0.557291985,0.544270992,20947200,0.49963364
9/10/1999,0.559895992,0.549479008,0.553385019,0.552083015,16742400,0.506805003
9/13/1999,0.554687977,0.528645992,0.554687977,0.533854008,17443200,0.490070969
9/14/1999,0.533854008,0.515625,0.533854008,0.518229008,25036800,0.475727528
9/15/1999,0.528645992,0.507812977,0.511718988,0.522135019,21273600,0.479313076
9/16/1999,0.520833015,0.502604008,0.515625,0.509114981,15811200,0.467360944
9/17/1999,0.510416985,0.489582986,0.505859017,0.507812977,17164800,0.466165751
9/20/1999,0.505208015,0.489582986,0.498697996,0.489582986,22910400,0.449430823
9/21/1999,0.481770992,0.436197996,0.479167014,0.442707986,73732800,0.406400204
9/22/1999,0.455729008,0.416667014,0.442707986,0.453125,37598400,0.415962845
9/23/1999,0.455729008,0.411457986,0.454427004,0.41536501,37958400,0.381299704
9/24/1999,0.427082986,0.348957986,0.416667014,0.377604008,68491200,0.34663552
9/27/1999,0.408854008,0.377604008,0.402343988,0.401042014,43200000,0.368151456
9/28/1999,0.442707986,0.401042014,0.401692986,0.4375,41318400,0.401619285
9/29/1999,0.463542014,0.395832986,0.44661501,0.402343988,59404800,0.369346559
9/30/1999,0.429688007,0.395832986,0.416667014,0.401042014,34252800,0.368151456
10/1/1999,0.408854008,0.377604008,0.394531012,0.398438007,34776000,0.365760922
10/4/1999,0.41275999,0.401042014,0.411457986,0.40625,17760000,0.372932285
10/5/1999,0.447917014,0.40625,0.40625,0.445313007,47808000,0.408791572
10/6/1999,0.520833015,0.442707986,0.44661501,0.498697996,150873600,0.457798362
10/7/1999,0.519531012,0.463542014,0.519531012,0.466145992,48729600,0.427915961
10/8/1999,0.503906012,0.447917014,0.466145992,0.489582986,39892800,0.449430823
10/11/1999,0.494792014,0.463542014,0.49349001,0.476563007,54446400,0.437478721
10/12/1999,0.484375,0.46875,0.479167014,0.470052004,32299200,0.431501567
10/13/1999,0.464843988,0.447917014,0.464843988,0.457031012,28036800,0.419548631
10/14/1999,0.458332986,0.442707986,0.458332986,0.447917014,19233600,0.411181986
10/15/1999,0.447917014,0.424479008,0.425781012,0.445313007,21072000,0.408791572
10/18/1999,0.44661501,0.419270992,0.44661501,0.421875,21518400,0.387275696
10/19/1999,0.434895992,0.39713499,0.434895992,0.404947996,30892800,0.371736944
10/20/1999,0.424479008,0.404947996,0.411457986,0.419270992,34872000,0.384885281
10/21/1999,0.438802004,0.40625,0.417968988,0.438802004,38212800,0.402814507
10/22/1999,0.46224001,0.4375,0.4375,0.449218988,28675200,0.412377208
10/25/1999,0.453125,0.427082986,0.44661501,0.427082986,21384000,0.392056644
10/26/1999,0.484375,0.442707986,0.445313007,0.46875,48124800,0.430306524
10/27/1999,0.473957986,0.440104008,0.471354008,0.447917014,21412800,0.411181986
10/28/1999,0.458332986,0.424479008,0.450520992,0.427082986,22276800,0.392056644
10/29/1999,0.46875,0.429688007,0.432292014,0.460938007,33052800,0.423135102
11/1/1999,0.507812977,0.453125,0.453125,0.489582986,78254400,0.449430823
11/2/1999,0.523437977,0.494792014,0.498697996,0.520833015,83750400,0.478118062
11/3/1999,0.585937977,0.537760019,0.541666985,0.571614981,201168000,0.524735153
11/4/1999,0.623697996,0.578125,0.578125,0.608072996,126033600,0.558203042
11/5/1999,0.630208015,0.559895992,0.625,0.588541985,61636800,0.540273905
11/8/1999,0.622395992,0.552083015,0.570312977,0.605468988,47001600,0.555812538
11/9/1999,0.606770992,0.572916985,0.604166985,0.596354008,27235200,0.547445238
11/10/1999,0.598958015,0.579427004,0.598307014,0.591145992,14404800,0.542664409
11/11/1999,0.664062977,0.578125,0.591145992,0.632812977,56270400,0.580914021
11/12/1999,0.666666985,0.622395992,0.660156012,0.666666985,50150400,0.611991525
11/15/1999,0.691406012,0.643229008,0.671223998,0.653645992,36220800,0.600038767
11/16/1999,0.729166985,0.666666985,0.669270992,0.716145992,72379200,0.657412827
11/17/1999,0.78125,0.71875,0.729166985,0.743489981,78638400,0.682514131
11/18/1999,0.765625,0.739583015,0.759114981,0.746093988,23596800,0.684904575
11/19/1999,0.924479008,0.833333015,0.835937977,0.893229008,216518400,0.819972873
11/22/1999,0.916666985,0.838541985,0.916015983,0.891927004,54019200,0.818777263
11/23/1999,0.837239981,0.791666985,0.800781012,0.828125,55324800,0.76020813
11/24/1999,0.833333015,0.740885019,0.824218988,0.802083015,40684800,0.736302078
11/26/1999,0.802083015,0.770833015,0.794270992,0.796875,7176000,0.731520891
11/29/1999,0.804687977,0.75,0.794270992,0.768229008,29860800,0.705224335
11/30/1999,0.783854008,0.721354008,0.770833015,0.721354008,31468800,0.662193716
12/1/1999,0.768229008,0.721354008,0.721354008,0.757812977,22353600,0.695662558
12/2/1999,0.824218988,0.760416985,0.760416985,0.813802004,30988800,0.747059703
12/3/1999,0.835937977,0.783854008,0.821614981,0.794270992,34276800,0.729130566
12/6/1999,0.820312977,0.796875,0.796875,0.816406012,17860800,0.749450207
12/7/1999,0.824218988,0.757812977,0.822916985,0.789062977,18638400,0.724349558
12/8/1999,0.832031012,0.783854008,0.786458015,0.824218988,20169600,0.756622314
12/9/1999,0.84375,0.770833015,0.822916985,0.799479008,21494400,0.733911395
12/10/1999,0.817708015,0.776041985,0.813802004,0.790364981,9830400,0.72554481
12/13/1999,0.808593988,0.770833015,0.78125,0.787760019,18384000,0.723153293
12/14/1999,0.808593988,0.766927004,0.789062977,0.774739981,27388800,0.711201429
12/15/1999,0.773437977,0.731770992,0.769531012,0.75,20596800,0.688490391
12/16/1999,0.765625,0.742187977,0.753906012,0.744791985,13257600,0.683709502
12/17/1999,0.795572996,0.761718988,0.765625,0.783854008,26208000,0.719567895
12/20/1999,0.864257991,0.757812977,0.785156012,0.848958015,40243200,0.779332459
12/21/1999,0.886718988,0.817708015,0.848958015,0.885416985,38836800,0.812801301
12/22/1999,0.916666985,0.854166985,0.888020992,0.90625,25118400,0.83192569
12/23/1999,0.96875,0.903645992,0.907552004,0.966145992,28022400,0.886909723
12/27/1999,0.988281012,0.919270992,0.986979008,0.929687977,20241600,0.853441477
12/28/1999,0.963541985,0.924479008,0.929687977,0.927083015,17918400,0.851050258
12/29/1999,0.96875,0.924479008,0.92513001,0.958333015,13214400,0.879737318
12/30/1999,0.972656012,0.942708015,0.958333015,0.966145992,13977600,0.886909723
12/31/1999,0.979166985,0.960937977,0.964192986,0.977864981,12734400,0.897667348
1/3/2000,0.992187977,0.919270992,0.984375,0.975260019,30091200,0.895276189
1/4/2000,0.960937977,0.901041985,0.958333015,0.949218988,30048000,0.871370792
1/5/2000,0.9375,0.904947996,0.921875,0.917968988,18835200,0.842683733
1/6/2000,0.917968988,0.822916985,0.917968988,0.858072996,12048000,0.787699759
1/7/2000,0.881510019,0.841145992,0.854166985,0.872395992,7118400,0.800848186
1/10/2000,0.9375,0.859375,0.875,0.901041985,23985600,0.82714498
1/11/2000,0.90625,0.864583015,0.895833015,0.864583015,14812800,0.793676138
1/12/2000,0.865885019,0.830729008,0.864583015,0.842447996,12355200,0.773356259
1/13/2000,0.885416985,0.830729008,0.841145992,0.877604008,13219200,0.805629015
1/14/2000,0.951822996,0.888020992,0.890625,0.915364981,60456000,0.840293109
1/18/2000,0.958333015,0.885416985,0.927083015,0.954427004,26164800,0.876151681
1/19/2000,0.958333015,0.9375,0.958333015,0.945312977,16468800,0.867785037
1/20/2000,1.005208015,0.934895992,0.953125,0.942708015,17956800,0.865393579
1/21/2000,0.944010019,0.908854008,0.940104008,0.932291985,54427200,0.855831921
1/24/2000,0.962239981,0.885416985,0.962239981,0.890625,25694400,0.81758219
1/25/2000,0.903645992,0.854166985,0.894531012,0.882812977,23712000,0.810411036
1/26/2000,0.90625,0.830729008,0.882812977,0.846354008,23246400,0.776942015
1/27/2000,0.852864981,0.770833015,0.852864981,0.802083015,45820800,0.736302078
1/28/2000,0.796875,0.747395992,0.791666985,0.778645992,19444800,0.714786828
1/31/2000,0.799479008,0.729166985,0.782552004,0.772135019,18240000,0.708809793
2/1/2000,0.796875,0.744791985,0.773437977,0.790364981,9297600,0.72554481
2/2/2000,0.828125,0.790364981,0.794270992,0.8125,14904000,0.74586457
2/3/2000,0.855468988,0.820312977,0.838541985,0.825520992,10824000,0.757817566
2/4/2000,0.851562977,0.828125,0.851562977,0.845052004,12369600,0.775746763
2/7/2000,0.848958015,0.791666985,0.848958015,0.792968988,21748800,0.727935314
2/8/2000,0.859375,0.791666985,0.8125,0.830729008,46881600,0.762598455
2/9/2000,0.876302004,0.850260019,0.861979008,0.851562977,58905600,0.781723976
2/10/2000,1.041666985,0.903645992,0.903645992,1.026041985,97008000,0.941893399
2/11/2000,1.078125,0.966145992,1.076822996,1.041666985,42379200,0.956237018
2/14/2000,1.208333015,1.033854008,1.044270992,1.208333015,65011200,1.109234095
2/15/2000,1.212239981,1.111979008,1.210937977,1.161458015,45048000,1.066203237
2/16/2000,1.255208015,1.161458015,1.174479008,1.214843988,101956800,1.115211487
2/17/2000,1.265625,1.195312977,1.213541985,1.257812977,53577600,1.154655814
2/18/2000,1.421875,1.230468988,1.239583015,1.403645992,96086400,1.2885288
2/22/2000,1.377604008,1.3125,1.359375,1.364583015,54249600,1.25266993
2/23/2000,1.386718988,1.332031012,1.348958015,1.372395992,51139200,1.2598418
2/24/2000,1.389322996,1.302083015,1.380208015,1.359375,24432000,1.247888684
2/25/2000,1.360677004,1.21875,1.360677004,1.274739981,27873600,1.170194745
2/28/2000,1.28125,1.244791985,1.268229008,1.265625,51787200,1.161827326
2/29/2000,1.348958015,1.257812977,1.257812977,1.333333015,30604800,1.223982215
3/1/2000,1.333333015,1.273437977,1.333333015,1.294270992,38356800,1.188124418
3/2/2000,1.304687977,1.203125,1.304687977,1.207031012,19104000,1.108038783
3/3/2000,1.239583015,1.197916985,1.208333015,1.226562977,27369600,1.125968695
3/6/2000,1.328125,1.208333015,1.234375,1.21875,43209600,1.118796349
3/7/2000,1.817708015,1.494791985,1.5625,1.735677004,195220800,1.59332931
3/8/2000,1.765625,1.609375,1.734701037,1.75,66873600,1.606477141
3/9/2000,2.25,1.765625,1.770833015,2.08951807,95294400,1.918150544
3/10/2000,3.020833015,2.182291985,2.197916985,2.458333015,216120000,2.25671792
3/13/2000,3.125,2.208333015,2.229166985,3.109375,241516800,2.854366064
3/14/2000,3.092447996,2.25,3.092447996,2.294270992,156777600,2.106110811
3/15/2000,2.522135019,2.125,2.458658934,2.200520992,99561600,2.020049572
3/16/2000,2.348958015,1.929687977,2.270833015,1.961913943,75038400,1.801011205
3/17/2000,2.229166985,1.916340947,1.916666985,2.080729008,55761600,1.910082221
3/20/2000,2.231770992,2.013020992,2.162760019,2.079427004,36528000,1.908887386
3/21/2000,2.101562977,1.8125,2.083333015,1.976562977,53664000,1.814459443
3/22/2000,2.052083015,1.958333015,1.992187977,1.990885019,23059200,1.827606559
3/23/2000,2.135416985,1.96875,1.972656012,2.026041985,30940800,1.859880328
3/24/2000,2.104166985,1.875,2.013020992,1.941406012,23160000,1.782185555
3/27/2000,2,1.796875,1.9375,1.813802004,38894400,1.665046573
3/28/2000,1.770833015,1.645833015,1.751302004,1.678385019,39331200,1.540735602
3/29/2000,1.723958015,1.5,1.684895992,1.567708015,46944000,1.43913579
3/30/2000,1.703125,1.46875,1.520833015,1.558593988,36192000,1.430769563
3/31/2000,1.830729008,1.635416985,1.665038943,1.760090947,96297600,1.615740895
4/3/2000,1.75,1.576822996,1.744140983,1.622395992,32995200,1.489338636
4/4/2000,1.736979008,1.1875,1.708333015,1.5625,51379200,1.434354901
4/5/2000,2.03125,1.497395992,1.578125,1.910156012,63960000,1.753498554
4/6/2000,2.100260019,1.903645992,1.998697996,1.998697996,40459200,1.834778786
4/7/2000,2.1875,2.010416985,2.098958015,2.136718988,31857600,1.961479783
4/10/2000,2.299479008,1.907552004,2.173177004,1.947916985,39528000,1.788162351
4/11/2000,1.979166985,1.666666985,1.812173963,1.832031012,45758400,1.681780577
4/12/2000,1.875,1.635416985,1.834635019,1.641927004,31344000,1.507267952
4/13/2000,1.713541985,1.544270992,1.654947996,1.571614981,31329600,1.442721963
4/14/2000,1.584635019,1.364583015,1.471354008,1.433267951,42192000,1.315721154
4/17/2000,1.5625,1.3125,1.3125,1.506510019,29409600,1.382956386
4/18/2000,1.869791985,1.609375,1.658203006,1.773437977,47750400,1.627992988
4/19/2000,1.854166985,1.666666985,1.829427004,1.688802004,27835200,1.550298095
4/20/2000,1.766927004,1.65625,1.734375,1.679687977,15393600,1.541932106
4/24/2000,1.653645992,1.513020992,1.583333015,1.596354008,20596800,1.465432167
4/25/2000,1.822916985,1.664062977,1.667968988,1.770833015,24969600,1.625601768
4/26/2000,1.9375,1.75,1.894531012,1.752604008,25411200,1.608867645
4/27/2000,1.914062977,1.626302004,1.635416985,1.895833015,28099200,1.740350008
4/28/2000,2,1.856770992,1.925781012,1.856770992,17904000,1.704491735
5/1/2000,1.96875,1.871093988,1.927083015,1.916666985,11942400,1.75947547
5/2/2000,2.028645992,1.789062977,1.916666985,1.842447996,23400000,1.69134295
5/3/2000,1.890625,1.666666985,1.830729008,1.8125,32918400,1.66385138
5/4/2000,1.911458015,1.792968988,1.808593988,1.834635019,24120000,1.684171081
5/5/2000,1.963541985,1.802083015,1.826822996,1.919270992,17059200,1.761865854
5/8/2000,1.9375,1.846354008,1.869791985,1.848958015,18513600,1.697319627
5/9/2000,1.895833015,1.770833015,1.880208015,1.822916985,17683200,1.67341423
5/10/2000,1.805989981,1.627604008,1.804687977,1.643229008,27408000,1.508462667
5/11/2000,1.743489981,1.644531012,1.666666985,1.713541985,24590400,1.573009372
5/12/2000,1.854166985,1.661458015,1.760416985,1.661458015,18782400,1.52519691
5/15/2000,1.804687977,1.572916985,1.653645992,1.776041985,28209600,1.63038373
5/16/2000,2.014322996,1.833333015,1.854166985,1.958333015,36643200,1.797724366
5/17/2000,2.388020992,2.061197996,2.0625,2.302083015,129062400,2.113282204
5/18/2000,2.352864981,2.131510019,2.315104008,2.145833015,50990400,1.969846725
5/19/2000,2.197916985,2.067708015,2.083333015,2.127604008,52118400,1.953113437
5/22/2000,2.265625,1.917968988,2.104166985,2.265625,51715200,2.079814434
5/23/2000,2.457031012,2.171875,2.208333015,2.247395992,77856000,2.063080549
5/24/2000,2.28125,1.921875,2.244791985,2.21875,73963200,2.036783218
5/25/2000,2.385416985,2.160156012,2.251302004,2.1875,56918400,2.008096695
5/26/2000,2.259114981,2.0625,2.198568106,2.198568106,18345600,2.018257141
5/30/2000,2.346354008,2.247395992,2.257812977,2.289062977,30364800,2.101330042
5/31/2000,2.416666985,2.28125,2.28125,2.377604008,46953600,2.182609081
6/1/2000,2.470052004,2.382812977,2.447916985,2.444010019,41899200,2.243569374
6/2/2000,2.770833015,2.494791985,2.494791985,2.740885019,59217600,2.516097307
